Targets,Scenarios,Type of investment,Investment category,Year,Amount
Target B1,Scenario 2,Benefit cost ratio,Individual farmer costs,Year 1,3.18
Target B1,Scenario 2,Benefit cost ratio,Individual farmer costs,Year 2,3.27
Target B1,Scenario 2,Benefit cost ratio,Individual farmer costs,Year 3,3.43
Target B1,Scenario 2,Benefit cost ratio,Individual farmer costs,Year 4,3.27
Target B1,Scenario 2,Benefit cost ratio,Individual farmer costs,Year 5,3.43
Target B1,Scenario 2,Benefit cost ratio,Individual farmer costs,Year 6,3.27
Target B1,Scenario 2,Benefit cost ratio,Individual farmer costs,Year 7,3.43
Target B1,Scenario 2,Benefit cost ratio,Individual farmer costs,Year 8,3.27
Target B1,Scenario 2,Benefit cost ratio,Individual farmer costs,Year 9,3.43
Target B1,Scenario 2,Benefit cost ratio,Individual farmer costs,Year 10,3.27
Target B1,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,BAU,0
Target B1,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 1,788.86
Target B1,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 2,1017.8
Target B1,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 3,1017.8
Target B1,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 4,1017.8
Target B1,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 5,2313.94
Target B1,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 6,1540.06
Target B1,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 7,1151.22
Target B1,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 8,1540.06
Target B1,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 9,1151.22
Target B1,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 10,1540.06
Target B1,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target B1,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 1,788.86
Target B1,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 2,932.05
Target B1,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 3,853.52
Target B1,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 4,781.62
Target B1,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 5,1627.28
Target B1,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 6,991.8
Target B1,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 7,678.93
Target B1,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 8,831.72
Target B1,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 9,569.35
Target B1,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 10,697.48
Target B1,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,BAU,0
Target B1,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 1,0.49
Target B1,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 2,0.58
Target B1,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 3,0.53
Target B1,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 4,0.49
Target B1,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 5,1.01
Target B1,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 6,0.62
Target B1,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 7,0.42
Target B1,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 8,0.52
Target B1,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 9,0.35
Target B1,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 10,0.43
Target B1,Scenario 3,Benefit cost ratio,Individual farmer costs,BAU,0
Target B1,Scenario 3,Benefit cost ratio,Individual farmer costs,Year 1,1.71
Target B1,Scenario 3,Benefit cost ratio,Individual farmer costs,Year 2,2.16
Target B1,Scenario 3,Benefit cost ratio,Individual farmer costs,Year 3,2.16
Target B1,Scenario 3,Benefit cost ratio,Individual farmer costs,Year 4,2.16
Target B1,Scenario 3,Benefit cost ratio,Individual farmer costs,Year 5,3.64
Target B1,Scenario 3,Benefit cost ratio,Individual farmer costs,Year 6,2.77
Target B1,Scenario 3,Benefit cost ratio,Individual farmer costs,Year 7,2.32
Target B1,Scenario 3,Benefit cost ratio,Individual farmer costs,Year 8,2.77
Target B1,Scenario 3,Benefit cost ratio,Individual farmer costs,Year 9,2.32
Target B1,Scenario 3,Benefit cost ratio,Individual farmer costs,Year 10,2.77
Target B1,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target B1,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 1,420.89
Target B1,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 2,385.43
Target B1,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 3,352.96
Target B1,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 4,323.22
Target B1,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 5,295.99
Target B1,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 6,271.05
Target B1,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 7,248.22
Target B1,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 8,227.3
Target B1,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 9,208.15
Target B1,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 10,190.62
Target B1,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target B1,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 1,1894.9
Target B1,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 2,1735.26
Target B1,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 3,1589.07
Target B1,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 4,1455.19
Target B1,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 5,1332.59
Target B1,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 6,1220.32
Target B1,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 7,1117.51
Target B1,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 8,1023.36
Target B1,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 9,937.14
Target B1,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 10,858.19
Target B1,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,BAU,0
Target B1,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 1,1474.02
Target B1,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 2,1349.83
Target B1,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 3,1236.11
Target B1,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 4,1131.97
Target B1,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 5,1036.6
Target B1,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 6,949.27
Target B1,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 7,869.29
Target B1,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 8,796.06
Target B1,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 9,728.99
Target B1,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 10,667.57
Target B1,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,BAU,0
Target B1,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 1,4.5
Target B1,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 2,4.5
Target B1,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 3,4.5
Target B1,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 4,4.5
Target B1,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 5,4.5
Target B1,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 6,4.5
Target B1,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 7,4.5
Target B1,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 8,4.5
Target B1,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 9,4.5
Target B1,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 10,4.5
Target B1,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target B1,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 1,467.08
Target B1,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 2,397.82
Target B1,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 3,364.3
Target B1,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 4,333.61
Target B1,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 5,305.5
Target B1,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 6,279.76
Target B1,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 7,256.19
Target B1,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 8,234.61
Target B1,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 9,214.85
Target B1,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 10,196.74
Target B1,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target B1,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 1,3159.57
Target B1,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 2,2661.5
Target B1,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 3,2649.62
Target B1,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 4,2231.93
Target B1,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 5,2221.97
Target B1,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 6,1871.7
Target B1,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 7,1863.34
Target B1,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 8,1569.61
Target B1,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 9,1562.6
Target B1,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 10,1316.27
Target B1,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,BAU,0
Target B1,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 1,2692.49
Target B1,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 2,2263.68
Target B1,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 3,2285.31
Target B1,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 4,1898.32
Target B1,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 5,1916.46
Target B1,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 6,1591.93
Target B1,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 7,1607.15
Target B1,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 8,1334.99
Target B1,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 9,1347.75
Target B1,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 10,1119.53
Target B1,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,BAU,0
Target B1,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 1,6.76
Target B1,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 2,6.69
Target B1,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 3,7.27
Target B1,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 4,6.69
Target B1,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 5,7.27
Target B1,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 6,6.69
Target B1,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 7,7.27
Target B1,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 8,6.69
Target B1,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 9,7.27
Target B1,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 10,6.69
Target B1,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target B1,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 1,476.98
Target B1,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 2,388.18
Target B1,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 3,355.48
Target B1,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 4,325.53
Target B1,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 5,298.1
Target B1,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 6,272.99
Target B1,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 7,249.99
Target B1,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 8,228.93
Target B1,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 9,209.64
Target B1,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 10,191.98
Target B1,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target B1,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 1,1893.5
Target B1,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 2,1733.97
Target B1,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 3,1587.88
Target B1,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 4,1454.11
Target B1,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 5,2243.11
Target B1,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 6,1553.3
Target B1,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 7,1193.12
Target B1,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 8,1302.6
Target B1,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 9,1000.55
Target B1,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 10,1092.36
Target B1,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,BAU,0
Target B1,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 1,1416.52
Target B1,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 2,1345.79
Target B1,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 3,1232.41
Target B1,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 4,1128.58
Target B1,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 5,1945.01
Target B1,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 6,1280.31
Target B1,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 7,943.13
Target B1,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 8,1073.67
Target B1,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 9,790.91
Target B1,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 10,900.38
Target B1,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,BAU,0
Target B1,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 1,3.97
Target B1,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 2,4.47
Target B1,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 3,4.47
Target B1,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 4,4.47
Target B1,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 5,7.52
Target B1,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 6,5.69
Target B1,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 7,4.77
Target B1,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 8,5.69
Target B1,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 9,4.77
Target B1,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 10,5.69
Target G3,BAU,Costs of establishing and/or maintain nurseries,Institutional costs,BAU,0
Target G3,BAU,Costs of establishing and/or maintain nurseries,Institutional costs,Year 1,0
Target G3,BAU,Costs of establishing and/or maintain nurseries,Institutional costs,Year 2,0
Target G3,BAU,Costs of establishing and/or maintain nurseries,Institutional costs,Year 3,0
Target G3,BAU,Costs of establishing and/or maintain nurseries,Institutional costs,Year 4,0
Target G3,BAU,Costs of establishing and/or maintain nurseries,Institutional costs,Year 5,0
Target G3,BAU,Costs of establishing and/or maintain nurseries,Institutional costs,Year 6,0
Target G3,BAU,Costs of establishing and/or maintain nurseries,Institutional costs,Year 7,0
Target G3,BAU,Costs of establishing and/or maintain nurseries,Institutional costs,Year 8,0
Target G3,BAU,Costs of establishing and/or maintain nurseries,Institutional costs,Year 9,0
Target G3,BAU,Costs of establishing and/or maintain nurseries,Institutional costs,Year 10,0
Target G3,BAU,Costs for training and capacity building,Institutional costs,BAU,0
Target G3,BAU,Costs for training and capacity building,Institutional costs,Year 1,0
Target G3,BAU,Costs for training and capacity building,Institutional costs,Year 2,500
Target G3,BAU,Costs for training and capacity building,Institutional costs,Year 3,0
Target G3,BAU,Costs for training and capacity building,Institutional costs,Year 4,0
Target G3,BAU,Costs for training and capacity building,Institutional costs,Year 5,0
Target G3,BAU,Costs for training and capacity building,Institutional costs,Year 6,0
Target G3,BAU,Costs for training and capacity building,Institutional costs,Year 7,0
Target G3,BAU,Costs for training and capacity building,Institutional costs,Year 8,0
Target G3,BAU,Costs for training and capacity building,Institutional costs,Year 9,0
Target G3,BAU,Costs for training and capacity building,Institutional costs,Year 10,0
Target G3,BAU,Total institutional costs,Institutional costs,BAU,0
Target G3,BAU,Total institutional costs,Institutional costs,Year 1,0
Target G3,BAU,Total institutional costs,Institutional costs,Year 2,500
Target G3,BAU,Total institutional costs,Institutional costs,Year 3,0
Target G3,BAU,Total institutional costs,Institutional costs,Year 4,0
Target G3,BAU,Total institutional costs,Institutional costs,Year 5,0
Target G3,BAU,Total institutional costs,Institutional costs,Year 6,0
Target G3,BAU,Total institutional costs,Institutional costs,Year 7,0
Target G3,BAU,Total institutional costs,Institutional costs,Year 8,0
Target G3,BAU,Total institutional costs,Institutional costs,Year 9,0
Target G3,BAU,Total institutional costs,Institutional costs,Year 10,0
Target G3,BAU,Labor costs,Individual farmer costs,BAU,0
Target G3,BAU,Labor costs,Individual farmer costs,Year 1,1058.82
Target G3,BAU,Labor costs,Individual farmer costs,Year 2,1058.82
Target G3,BAU,Labor costs,Individual farmer costs,Year 3,1058.82
Target G3,BAU,Labor costs,Individual farmer costs,Year 4,1058.82
Target G3,BAU,Labor costs,Individual farmer costs,Year 5,1058.82
Target G3,BAU,Labor costs,Individual farmer costs,Year 6,1058.82
Target G3,BAU,Labor costs,Individual farmer costs,Year 7,1058.82
Target G3,BAU,Labor costs,Individual farmer costs,Year 8,1058.82
Target G3,BAU,Labor costs,Individual farmer costs,Year 9,1058.82
Target G3,BAU,Labor costs,Individual farmer costs,Year 10,1058.82
Target G3,BAU,Input costs,Individual farmer costs,BAU,0
Target G3,BAU,Input costs,Individual farmer costs,Year 1,2244.49
Target G3,BAU,Input costs,Individual farmer costs,Year 2,2244.49
Target G3,BAU,Input costs,Individual farmer costs,Year 3,2244.49
Target G3,BAU,Input costs,Individual farmer costs,Year 4,2244.49
Target G3,BAU,Input costs,Individual farmer costs,Year 5,2244.49
Target G3,BAU,Input costs,Individual farmer costs,Year 6,2244.49
Target G3,BAU,Input costs,Individual farmer costs,Year 7,2244.49
Target G3,BAU,Input costs,Individual farmer costs,Year 8,2244.49
Target G3,BAU,Input costs,Individual farmer costs,Year 9,2244.49
Target G3,BAU,Input costs,Individual farmer costs,Year 10,2244.49
Target G3,BAU,Total individual costs to farmer,Individual farmer costs,BAU,0
Target G3,BAU,Total individual costs to farmer,Individual farmer costs,Year 1,3303.3
Target G3,BAU,Total individual costs to farmer,Individual farmer costs,Year 2,3303.3
Target G3,BAU,Total individual costs to farmer,Individual farmer costs,Year 3,3303.3
Target G3,BAU,Total individual costs to farmer,Individual farmer costs,Year 4,3303.3
Target G3,BAU,Total individual costs to farmer,Individual farmer costs,Year 5,3303.3
Target G3,BAU,Total individual costs to farmer,Individual farmer costs,Year 6,3303.3
Target G3,BAU,Total individual costs to farmer,Individual farmer costs,Year 7,3303.3
Target G3,BAU,Total individual costs to farmer,Individual farmer costs,Year 8,3303.3
Target G3,BAU,Total individual costs to farmer,Individual farmer costs,Year 9,3303.3
Target G3,BAU,Total individual costs to farmer,Individual farmer costs,Year 10,3303.3
Target G3,Scenario 2,Costs of establishing and/or maintain nurseries,Institutional costs,BAU,0
Target G3,Scenario 2,Costs of establishing and/or maintain nurseries,Institutional costs,Year 1,72386.73
Target G3,Scenario 2,Costs of establishing and/or maintain nurseries,Institutional costs,Year 2,3126.6
Target G3,Scenario 2,Costs of establishing and/or maintain nurseries,Institutional costs,Year 3,3126.6
Target G3,Scenario 2,Costs of establishing and/or maintain nurseries,Institutional costs,Year 4,3126.6
Target G3,Scenario 2,Costs of establishing and/or maintain nurseries,Institutional costs,Year 5,3126.6
Target G3,Scenario 2,Costs of establishing and/or maintain nurseries,Institutional costs,Year 6,3126.6
Target G3,Scenario 2,Costs of establishing and/or maintain nurseries,Institutional costs,Year 7,3126.6
Target G3,Scenario 2,Costs of establishing and/or maintain nurseries,Institutional costs,Year 8,3126.6
Target G3,Scenario 2,Costs of establishing and/or maintain nurseries,Institutional costs,Year 9,3126.6
Target G3,Scenario 2,Costs of establishing and/or maintain nurseries,Institutional costs,Year 10,3126.6
Target G3,Scenario 2,Costs for training and capacity building,Institutional costs,BAU,0
Target G3,Scenario 2,Costs for training and capacity building,Institutional costs,Year 1,29207.37
Target G3,Scenario 2,Costs for training and capacity building,Institutional costs,Year 2,11682.95
Target G3,Scenario 2,Costs for training and capacity building,Institutional costs,Year 3,11682.95
Target G3,Scenario 2,Costs for training and capacity building,Institutional costs,Year 4,5841.47
Target G3,Scenario 2,Costs for training and capacity building,Institutional costs,Year 5,5841.47
Target G3,Scenario 2,Costs for training and capacity building,Institutional costs,Year 6,5841.47
Target G3,Scenario 2,Costs for training and capacity building,Institutional costs,Year 7,5841.47
Target G3,Scenario 2,Costs for training and capacity building,Institutional costs,Year 8,5841.47
Target G3,Scenario 2,Costs for training and capacity building,Institutional costs,Year 9,5841.47
Target G3,Scenario 2,Costs for training and capacity building,Institutional costs,Year 10,5841.47
Target G3,Scenario 2,Total institutional costs,Institutional costs,BAU,0
Target G3,Scenario 2,Total institutional costs,Institutional costs,Year 1,101594.1
Target G3,Scenario 2,Total institutional costs,Institutional costs,Year 2,14809.55
Target G3,Scenario 2,Total institutional costs,Institutional costs,Year 3,14809.55
Target G3,Scenario 2,Total institutional costs,Institutional costs,Year 4,8968.07
Target G3,Scenario 2,Total institutional costs,Institutional costs,Year 5,8968.07
Target G3,Scenario 2,Total institutional costs,Institutional costs,Year 6,8968.07
Target G3,Scenario 2,Total institutional costs,Institutional costs,Year 7,8968.07
Target G3,Scenario 2,Total institutional costs,Institutional costs,Year 8,8968.07
Target G3,Scenario 2,Total institutional costs,Institutional costs,Year 9,8968.07
Target G3,Scenario 2,Total institutional costs,Institutional costs,Year 10,8968.07
Target G3,Scenario 2,Labor costs,Individual farmer costs,BAU,0
Target G3,Scenario 2,Labor costs,Individual farmer costs,Year 1,1240.07
Target G3,Scenario 2,Labor costs,Individual farmer costs,Year 2,1298.05
Target G3,Scenario 2,Labor costs,Individual farmer costs,Year 3,1327.04
Target G3,Scenario 2,Labor costs,Individual farmer costs,Year 4,1344.07
Target G3,Scenario 2,Labor costs,Individual farmer costs,Year 5,1327.04
Target G3,Scenario 2,Labor costs,Individual farmer costs,Year 6,1327.04
Target G3,Scenario 2,Labor costs,Individual farmer costs,Year 7,1363.52
Target G3,Scenario 2,Labor costs,Individual farmer costs,Year 8,1327.04
Target G3,Scenario 2,Labor costs,Individual farmer costs,Year 9,1327.04
Target G3,Scenario 2,Labor costs,Individual farmer costs,Year 10,1327.04
Target G3,Scenario 2,Input costs,Individual farmer costs,BAU,0
Target G3,Scenario 2,Input costs,Individual farmer costs,Year 1,2377.47
Target G3,Scenario 2,Input costs,Individual farmer costs,Year 2,2377.47
Target G3,Scenario 2,Input costs,Individual farmer costs,Year 3,2377.47
Target G3,Scenario 2,Input costs,Individual farmer costs,Year 4,2377.47
Target G3,Scenario 2,Input costs,Individual farmer costs,Year 5,2377.47
Target G3,Scenario 2,Input costs,Individual farmer costs,Year 6,2377.47
Target G3,Scenario 2,Input costs,Individual farmer costs,Year 7,2377.47
Target G3,Scenario 2,Input costs,Individual farmer costs,Year 8,2377.47
Target G3,Scenario 2,Input costs,Individual farmer costs,Year 9,2377.47
