Targets,Scenarios,Type of investment,Investment category,Year,Amount
Target 2,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 3,79.4
Target 2,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 4,79.4
Target 2,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 5,79.4
Target 2,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 6,79.4
Target 2,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 7,79.4
Target 2,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 8,79.4
Target 2,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 9,79.4
Target 2,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 10,79.4
Target 2,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 20,79.4
Target 2,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 30,79.4
Target 2,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,BAU,0
Target 2,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 1,171.4
Target 2,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 2,171.4
Target 2,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 3,171.4
Target 2,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 4,171.4
Target 2,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 5,171.4
Target 2,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 6,171.4
Target 2,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 7,171.4
Target 2,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 8,171.4
Target 2,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 9,171.4
Target 2,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 10,171.4
Target 2,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 20,171.4
Target 2,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 30,171.4
Target 2,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,BAU,0
Target 2,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 1,46.9
Target 2,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 2,46.9
Target 2,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 3,46.9
Target 2,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 4,46.9
Target 2,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 5,46.9
Target 2,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 6,46.9
Target 2,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 7,46.9
Target 2,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 8,46.9
Target 2,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 9,46.9
Target 2,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 10,46.9
Target 2,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 20,46.9
Target 2,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 30,46.9
Target 2,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,BAU,0
Target 2,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 1,80.6
Target 2,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 2,80.6
Target 2,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 3,80.6
Target 2,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 4,80.6
Target 2,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 5,80.6
Target 2,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 6,80.6
Target 2,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 7,80.6
Target 2,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 8,80.6
Target 2,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 9,80.6
Target 2,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 10,80.6
Target 2,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 20,80.6
Target 2,Average (Scen2 & Scen3),Total individual costs to farmer percent increase,Individual farmer costs,Year 30,80.6
Target 2,BAU,Gross value of annual crops of USD,Individual farmer costs,BAU,0
Target 2,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 1,1162.16
Target 2,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 2,1162.16
Target 2,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 3,1162.16
Target 2,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 4,1162.16
Target 2,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 5,1162.16
Target 2,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 6,1162.16
Target 2,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 7,1162.16
Target 2,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 8,1162.16
Target 2,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 9,1162.16
Target 2,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 10,1162.16
Target 2,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 20,1162.16
Target 2,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 30,1162.16
Target 2,BAU,Gross value of perrenial crops of USD,Individual farmer costs,BAU,0
Target 2,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 1,3002.7
Target 2,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 2,3002.7
Target 2,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 3,3002.7
Target 2,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 4,3002.7
Target 2,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 5,3002.7
Target 2,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 6,3002.7
Target 2,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 7,3002.7
Target 2,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 8,3002.7
Target 2,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 9,3002.7
Target 2,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 10,3002.7
Target 2,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 20,3002.7
Target 2,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 30,3002.7
Target 2,BAU,Gross value of tree species USD,Individual farmer costs,BAU,0
Target 2,BAU,Gross value of tree species USD,Individual farmer costs,Year 1,16.22
Target 2,BAU,Gross value of tree species USD,Individual farmer costs,Year 2,16.22
Target 2,BAU,Gross value of tree species USD,Individual farmer costs,Year 3,16.22
Target 2,BAU,Gross value of tree species USD,Individual farmer costs,Year 4,16.22
Target 2,BAU,Gross value of tree species USD,Individual farmer costs,Year 5,16.22
Target 2,BAU,Gross value of tree species USD,Individual farmer costs,Year 6,16.22
Target 2,BAU,Gross value of tree species USD,Individual farmer costs,Year 7,16.22
Target 2,BAU,Gross value of tree species USD,Individual farmer costs,Year 8,16.22
Target 2,BAU,Gross value of tree species USD,Individual farmer costs,Year 9,16.22
Target 2,BAU,Gross value of tree species USD,Individual farmer costs,Year 10,16.22
Target 2,BAU,Gross value of tree species USD,Individual farmer costs,Year 20,16.22
Target 2,BAU,Gross value of tree species USD,Individual farmer costs,Year 30,16.22
Target 2,BAU,Gross value,Individual farmer costs,BAU,0
Target 2,BAU,Gross value,Individual farmer costs,Year 1,4181.08
Target 2,BAU,Gross value,Individual farmer costs,Year 2,4181.08
Target 2,BAU,Gross value,Individual farmer costs,Year 3,4181.08
Target 2,BAU,Gross value,Individual farmer costs,Year 4,4181.08
Target 2,BAU,Gross value,Individual farmer costs,Year 5,4181.08
Target 2,BAU,Gross value,Individual farmer costs,Year 6,4181.08
Target 2,BAU,Gross value,Individual farmer costs,Year 7,4181.08
Target 2,BAU,Gross value,Individual farmer costs,Year 8,4181.08
Target 2,BAU,Gross value,Individual farmer costs,Year 9,4181.08
Target 2,BAU,Gross value,Individual farmer costs,Year 10,4181.08
Target 2,BAU,Gross value,Individual farmer costs,Year 20,4181.08
Target 2,BAU,Gross value,Individual farmer costs,Year 30,4181.08
Target 2,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,BAU,0
Target 2,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 1,1104.65
Target 2,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 2,1104.65
Target 2,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 3,1104.65
Target 2,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 4,1104.65
Target 2,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 5,1104.65
Target 2,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 6,1104.65
Target 2,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 7,1104.65
Target 2,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 8,1104.65
Target 2,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 9,1104.65
Target 2,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 10,1104.65
Target 2,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 20,1104.65
Target 2,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 30,1104.65
Target 2,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,BAU,0
Target 2,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 1,751.35
Target 2,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 2,751.35
Target 2,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 3,751.35
Target 2,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 4,751.35
Target 2,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 5,751.35
Target 2,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 6,751.35
Target 2,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 7,751.35
Target 2,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 8,751.35
Target 2,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 9,751.35
Target 2,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 10,751.35
Target 2,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 20,751.35
Target 2,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 30,751.35
Target 2,Scenario 2,Gross value of tree species USD,Individual farmer costs,BAU,0
Target 2,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 1,0
Target 2,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 2,0
Target 2,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 3,0
Target 2,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 4,0
Target 2,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 5,0
Target 2,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 6,0
Target 2,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 7,0
Target 2,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 8,0
Target 2,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 9,0
Target 2,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 10,46266
Target 2,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 20,46266
Target 2,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 30,46266
Target 2,Scenario 2,Gross value,Individual farmer costs,BAU,0
Target 2,Scenario 2,Gross value,Individual farmer costs,Year 1,1856
Target 2,Scenario 2,Gross value,Individual farmer costs,Year 2,1856
Target 2,Scenario 2,Gross value,Individual farmer costs,Year 3,1856
Target 2,Scenario 2,Gross value,Individual farmer costs,Year 4,1856
Target 2,Scenario 2,Gross value,Individual farmer costs,Year 5,1856
Target 2,Scenario 2,Gross value,Individual farmer costs,Year 6,1856
Target 2,Scenario 2,Gross value,Individual farmer costs,Year 7,1856
Target 2,Scenario 2,Gross value,Individual farmer costs,Year 8,1856
Target 2,Scenario 2,Gross value,Individual farmer costs,Year 9,1856
Target 2,Scenario 2,Gross value,Individual farmer costs,Year 10,48122
Target 2,Scenario 2,Gross value,Individual farmer costs,Year 20,48122
Target 2,Scenario 2,Gross value,Individual farmer costs,Year 30,48122
Target 2,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,BAU,0
Target 2,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 1,1157.58
Target 2,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 2,1157.58
Target 2,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 3,1157.58
Target 2,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 4,1157.58
Target 2,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 5,1157.58
Target 2,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 6,1157.58
Target 2,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 7,1157.58
Target 2,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 8,1157.58
Target 2,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 9,1157.58
Target 2,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 10,1157.58
Target 2,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 20,1157.58
Target 2,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 30,1157.58
Target 2,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,BAU,0
Target 2,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 1,1187.38
Target 2,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 2,1187.38
Target 2,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 3,1187.38
Target 2,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 4,1187.38
Target 2,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 5,1187.38
Target 2,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 6,1187.38
Target 2,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 7,1187.38
Target 2,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 8,1187.38
Target 2,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 9,1187.38
Target 2,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 10,1187.38
Target 2,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 20,1187.38
Target 2,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 30,1187.38
Target 2,Scenario 3,Gross value of tree species USD,Individual farmer costs,BAU,0
Target 2,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 1,0
Target 2,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 2,0
Target 2,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 3,0
Target 2,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 4,0
Target 2,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 5,0
Target 2,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 6,0
Target 2,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 7,0
Target 2,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 8,0
Target 2,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 9,0
Target 2,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 10,37333
Target 2,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 20,37333
Target 2,Scenario 3,Gross value of tree species USD,Individual farmer costs,Year 30,37333
Target 2,Scenario 3,Gross value,Individual farmer costs,BAU,0
Target 2,Scenario 3,Gross value,Individual farmer costs,Year 1,2344.96
Target 2,Scenario 3,Gross value,Individual farmer costs,Year 2,2344.96
Target 2,Scenario 3,Gross value,Individual farmer costs,Year 3,2344.96
Target 2,Scenario 3,Gross value,Individual farmer costs,Year 4,2344.96
Target 2,Scenario 3,Gross value,Individual farmer costs,Year 5,2344.96
Target 2,Scenario 3,Gross value,Individual farmer costs,Year 6,2344.96
Target 2,Scenario 3,Gross value,Individual farmer costs,Year 7,2344.96
Target 2,Scenario 3,Gross value,Individual farmer costs,Year 8,2344.96
Target 2,Scenario 3,Gross value,Individual farmer costs,Year 9,2344.96
Target 2,Scenario 3,Gross value,Individual farmer costs,Year 10,39677.96
Target 2,Scenario 3,Gross value,Individual farmer costs,Year 20,39677.96
Target 2,Scenario 3,Gross value,Individual farmer costs,Year 30,39677.96
Target 2,BAU,Net values to farmers in USD/Ha,Individual farmer costs,BAU,0
Target 2,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 1,3481.89
Target 2,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 2,3481.89
Target 2,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 3,3481.89
Target 2,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 4,3481.89
Target 2,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 5,3481.89
Target 2,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 6,3481.89
Target 2,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 7,3481.89
Target 2,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 8,3481.89
Target 2,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 9,3481.89
Target 2,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 10,3481.89
Target 2,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 20,3481.89
Target 2,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 30,3481.89
Target 2,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target 2,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 1,3481.89
Target 2,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 2,3165.36
Target 2,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 3,2877.6
Target 2,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 4,2616
Target 2,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 5,2378.18
Target 2,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 6,2161.98
Target 2,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 7,1965.44
Target 2,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 8,1786.76
Target 2,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 9,1624.33
Target 2,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 10,1476.66
Target 2,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 20,569.32
Target 2,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 30,219.5
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,BAU,0
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 1,1.98
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 2,1.8
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 3,1.64
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 4,1.49
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 5,1.35
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 6,1.23
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 7,1.12
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 8,1.02
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 9,0.92
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 10,0.84
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 20,0.32
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 30,0.12
Target 2,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,BAU,0
Target 2,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 1,585.46
Target 2,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 2,585.46
Target 2,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 3,585.46
Target 2,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 4,585.46
Target 2,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 5,585.46
Target 2,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 6,585.46
Target 2,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 7,585.46
Target 2,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 8,585.46
Target 2,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 9,585.46
Target 2,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 10,46851.46
Target 2,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 20,46851.46
Target 2,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 30,46851.46
Target 2,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target 2,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 1,585.46
Target 2,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 2,532.24
Target 2,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 3,483.85
Target 2,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 4,439.86
Target 2,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 5,399.88
Target 2,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 6,363.52
Target 2,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 7,330.48
Target 2,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 8,300.43
Target 2,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 9,273.12
Target 2,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 10,19869.59
Target 2,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 20,7660.59
Target 2,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 30,2953.49
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,BAU,0
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 1,0.33
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 2,0.3
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 3,0.28
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 4,0.25
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 5,0.23
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 6,0.21
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 7,0.19
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 8,0.17
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 9,0.16
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 10,11.31
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 20,4.36
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 30,1.68
Target 2,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,BAU,0
Target 2,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 1,1090.56
Target 2,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 2,1090.56
Target 2,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 3,1090.56
Target 2,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 4,1090.56
Target 2,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 5,1090.56
Target 2,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 6,1090.56
Target 2,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 7,1090.56
Target 2,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 8,1090.56
Target 2,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 9,1090.56
Target 2,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 10,38423.56
Target 2,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 20,38423.56
Target 2,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 30,38423.56
Target 2,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target 2,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 1,1090.56
Target 2,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 2,991.42
Target 2,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 3,901.29
Target 2,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 4,819.35
Target 2,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 5,744.86
Target 2,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 6,677.15
Target 2,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 7,615.59
Target 2,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 8,559.63
Target 2,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 9,508.75
Target 2,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 10,16295.34
Target 2,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 20,6282.56
Target 2,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 30,2422.2
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,BAU,0
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 1,0.62
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 2,0.56
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 3,0.51
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 4,0.47
